,geo,Tweets,User,Location,entities,sentiment,Country
0,,#Newsoftheday - Discover today's front pages of the #BelgianPress 🧐💡📰!#Tourism #hazard #kompany #coronavirus… ,Auxipress,Belgium,"[('today', 'DATE'), ('Tourism', 'PERSON'), '']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Belgium
1,," Iran: #Coronavirus Update, Over 44,800 Deaths, May 27, 2020, 6:00 PM CEST - NCRI  #HumanRightsV…",davedaram,,"[('Iran', 'GPE'), ('Over 44,800', 'CARDINAL'), ('May 27, 2020', 'DATE'), ('6:00 PM', 'TIME'), ('CEST', 'PERSON'), ('HumanRightsV', 'PERSON')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",
2,, #Coronavirus has not stopped Modi-Shah's police to target Muslim students for participating in anti-citizenship act protest!!…,israrul8,,"[('Coronavirus', 'PERSON'), (""Modi-Shah's"", 'ORG'), ('Muslim', 'NORP')]","{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.3071}",
3,, Does anyone still read the #NYT ? 🤣🤣“The New York Times admitted this week the doctor didn’t die and didn’t have coronavirus…,Aliciastarr001,California (Bay Area),"[('🤣🤣', 'PERSON'), ('The New York Times', 'ORG'), ('this week', 'DATE')]","{'neg': 0.16, 'neu': 0.782, 'pos': 0.058, 'compound': -0.5423}",USA
4,," Those on the front lines of the COVID-19 fight need quick, easy access to real-time critical data. That’s what APIs (and AP…",sounakpal,India,"[('AP', 'ORG')]","{'neg': 0.183, 'neu': 0.709, 'pos': 0.108, 'compound': -0.25}",India
5,,"""Freedom will become the rule again and prohibition will be the exception,"" «The end of #confinement will allow us… ",domwabs,"Lyon, France",[],"{'neg': 0.0, 'neu': 0.736, 'pos': 0.264, 'compound': 0.7269}",France
6,,Two countries united efforts to kill the #CoronaVirus in between them.PS. Sharp weapons used ,Vas_Ah,"Jammu, Jammu And Kashmir","[('Two', 'CARDINAL'), ('CoronaVirus', 'PERSON')]","{'neg': 0.355, 'neu': 0.514, 'pos': 0.131, 'compound': -0.7003}",Jammu
7,, Keeping the spirit of generosity alive during #COVID19 pandemic. #relief programme at Thaiba Garden and near by villages.…,rafeek_rapi,,"[('Thaiba Garden', 'FAC')]","{'neg': 0.0, 'neu': 0.664, 'pos': 0.336, 'compound': 0.765}",
8,,"""Government rejected radical lockdown of England's care homes"" #coronavirus Is anyone surprised? This govt is so cl… ",buddah_uk,Not in Surrey,"[('England', 'GPE')]","{'neg': 0.147, 'neu': 0.625, 'pos': 0.228, 'compound': 0.2023}",Canada
9,, The smoking gun of govt care home policy?Govt advice from 2 April.“Some of these patients may have #COVOD19. All ca…,tonyevansace,,"[('2 April', 'DATE'), ('COVOD19', 'MONEY')]","{'neg': 0.106, 'neu': 0.752, 'pos': 0.142, 'compound': 0.2023}",
10,, Douche...it's been proven that the shutting down of places have decreased the spread of #coronavirus. Wit… ,HawaiianKeno,,"[('Douche', 'ORG')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",
11,, It took  one day to issue an #ExecutiveOrder because he was upset Twitter called him out on his lies.I…,MelandTrevor33,EC,"[('one day', 'DATE'), ('ExecutiveOrder', 'MONEY')]","{'neg': 0.126, 'neu': 0.874, 'pos': 0.0, 'compound': -0.3818}",USA
12,, #Coronavirus has not stopped Modi-Shah's police to target Muslim students for participating in anti-citizenship act protest!!…,Khanafr00670701,,"[('Coronavirus', 'PERSON'), (""Modi-Shah's"", 'ORG'), ('Muslim', 'NORP')]","{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.3071}",
13,," Vital emergency Govt funding has helped, but #LocalGov could need as much as £6bn more to cover the financial impact of #coro…",nickysarahlow1,"South East, England","[('Vital', 'ORG'), ('Govt', 'ORG'), ('LocalGov', 'PERSON'), ('as much as £6bn', 'MONEY')]","{'neg': 0.077, 'neu': 0.855, 'pos': 0.068, 'compound': -0.0516}",UK
14,," #Tokyo Tower celebrated its reopening Thursday with a colorful #illumination, wishing to be a “light of hope” for the c…",sakaki_chrono,"Minnesota, USA","[('Thursday', 'DATE')]","{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.6808}",USA
15,," New data show almost 3,000 people who arrived in the airport between April 28 and May 21 did not say where they will be self-…",AntiQuango,,"[('almost 3,000', 'CARDINAL'), ('between April 28', 'DATE'), ('May 21', 'DATE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",
16,, A Corona patient fell in love with the doctor who treated him. He took two months after that both of them got engaged in th…,Olaf_Ke,,"[('two months', 'DATE')]","{'neg': 0.0, 'neu': 0.761, 'pos': 0.239, 'compound': 0.7845}",
17,, Wear a mask. You're protecting others #coronavirus,unipede,"Hougham, nr Grantham, England",[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",UK
18,," #BREAKING: Hong Kong sees more than a dozen confirmed #coronavirus infection after two weeks of subsidence, multiple lo…",ignis_fatum,"Holon, Israel","[('Hong Kong', 'GPE'), ('more than a dozen', 'CARDINAL'), ('two weeks', 'DATE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Israel
19,,I just cannot accept the reality of America let people to protest with automatic rifles against #Coronavirus lockdo… ,Borakmusik,"Los Angeles, CA","[('America', 'GPE'), ('Coronavirus', 'PERSON')]","{'neg': 0.218, 'neu': 0.782, 'pos': 0.0, 'compound': -0.4912}",USA
20,," As we are grieving the loss of 100,000 souls in America to the #coronavirus that has disproportionately impacted communitie…",CatLovington,,"[('100,000', 'CARDINAL'), ('America', 'GPE')]","{'neg': 0.248, 'neu': 0.752, 'pos': 0.0, 'compound': -0.6808}",
21,, 🇸🇦🇸🇦Pledging the support of  companies to our government &amp; country in the fight against #Coronavirus#WeA…,HIrfanKhan1,"Maharashtra, India","[('🇸🇦🇸', 'ORG'), ('Coronavirus#WeA', 'PERSON')]","{'neg': 0.142, 'neu': 0.71, 'pos': 0.148, 'compound': 0.0258}",India
22,, It took  one day to issue an #ExecutiveOrder because he was upset Twitter called him out on his lies.I…,kipfinch,"iPhone: 41.727821,-73.224327","[('one day', 'DATE'), ('ExecutiveOrder', 'MONEY')]","{'neg': 0.126, 'neu': 0.874, 'pos': 0.0, 'compound': -0.3818}",Error
23,, #Coronavirus has not stopped Modi-Shah's police to target Muslim students for participating in anti-citizenship act protest!!…,kotak_nimesh,"Kalyan, Maharashtra, INDIA","[('Coronavirus', 'PERSON'), (""Modi-Shah's"", 'ORG'), ('Muslim', 'NORP')]","{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.3071}",India
24,," #Tokyo Tower celebrated its reopening Thursday with a colorful #illumination, wishing to be a “light of hope” for the c…",NoGrapCenation,💖🎺🌟スターちゃんの天国,"[('Thursday', 'DATE')]","{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.6808}",Error
25,," #BREAKING: Hong Kong sees more than a dozen confirmed #coronavirus infection after two weeks of subsidence, multiple lo…",BCWildfireWkly,"British Columbia, Canada","[('Hong Kong', 'GPE'), ('more than a dozen', 'CARDINAL'), ('two weeks', 'DATE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Canada
26,, Delhi HC Directs Delhi Govt To File Status Report In Suo Moto Matter Concerning Proper Disposal Of Bodies of  #COVID19 Vict…,help_delhi,,"[('Delhi', 'GPE'), ('Delhi Govt', 'ORG')]","{'neg': 0.0, 'neu': 0.948, 'pos': 0.052, 'compound': 0.0258}",
27,,"If we all #StayAlert and follow the guidance, we can control the virus.  You can find all the latest information re… ",StapleTye,"Staple Tye, Harlow","[('StayAlert', 'PERSON')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",UK
28,, The smoking gun of govt care home policy?Govt advice from 2 April.“Some of these patients may have #COVOD19. All ca…,cutter78,warrington,"[('2 April', 'DATE'), ('COVOD19', 'MONEY')]","{'neg': 0.106, 'neu': 0.752, 'pos': 0.142, 'compound': 0.2023}",UK
29,,"Hi, if you'd like a copy of my little labour of love click on  and download for free ❤ .Than… ",Janethypnosis,"Dundonald, Northern Ireland",[],"{'neg': 0.0, 'neu': 0.606, 'pos': 0.394, 'compound': 0.8669}",UK
30,,Trending Now: ,,,,,
,,,,,,,
#Coronavirus | #Trump | #Police | #Minneapolis | #George | #Floyd | #Death | #After | #Protests |… ,TomPaineToday,My Country is the World.,"[('Coronavirus', 'PERSON'), ('Trump', 'PERSON'), ('Floyd', 'PERSON')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Error,,
31,," 100,000 American lives lost to #coronavirus. #100,000 grandparents, siblings, aunts, uncles, cousins. Coworkers, neigh…",Grace516G,VA-United States of America,"[('100,000', 'CARDINAL'), ('American', 'NORP'), ('100,000', 'MONEY')]","{'neg': 0.15, 'neu': 0.85, 'pos': 0.0, 'compound': -0.3182}",USA
32,,Key Action #3 for mitigating Cyber Security Risks associalted with remote working - Monitor for new threats that ma… ,SavantiUK,"London, England","[('Cyber Security Risks', 'PERSON')]","{'neg': 0.22, 'neu': 0.673, 'pos': 0.108, 'compound': -0.3612}",UK
33,,Explore the revival of linear broadcast TV amid the #coronavirus pandemic.  (via ) ,globalwebindex,London,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",UK
34,,#Coronavirus: Groups of six can meet in gardens as Boris Johnson announces lockdown changes,MetroRadioNews,North East of England,"[('Coronavirus', 'PERSON'), ('six', 'CARDINAL'), ('Boris Johnson', 'PERSON')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",UK
35,,SCMP: #China pledges largest-ever economic rescue package to save jobs and livelihoods amid #coronavirusPremier Li… ,PM_Thornton,"Oxford, UK","[('China', 'GPE'), '', ('Li', 'PERSON')]","{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.8126}",UK
36,,#Coronavirus: Groups of six can meet in gardens as Boris Johnson announces lockdown changes,TFMRadioNews,North East of England,"[('Coronavirus', 'PERSON'), ('six', 'CARDINAL'), ('Boris Johnson', 'PERSON')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",UK
37,,Key Action #3 for mitigating Cyber Security Risks associalted with remote working - Monitor for new threats that ma… ,SavantiRussell,,"[('Cyber Security Risks', 'PERSON')]","{'neg': 0.22, 'neu': 0.673, 'pos': 0.108, 'compound': -0.3612}",
38,," Building in #Mudanjiang Welded As New Clusters Emerge Mudanjiang, a north-eastern Chinese city with 2.8million resident…",corona_china,,"[('Mudanjiang Welded', 'PERSON'), ('Emerge Mudanjiang', 'PERSON'), ('Chinese', 'NORP')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",
39,,I always said 2020 was gonna be a movie... I wasn't thinking this kind of movie but #coronavirus #BlackLivesMater #Thugs,oliwontshutup1,,"[('2020', 'DATE'), '', '']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",
40,," India is fighting a war at multiple fronts against #coronavirus, Pakistan state sponsored terror, Chinese transgressions…",neelimatripathi,INDIA (Mumbai),"[('India', 'GPE'), ('coronavirus', 'MONEY'), ('Pakistan', 'GPE'), ('Chinese', 'NORP')]","{'neg': 0.45, 'neu': 0.55, 'pos': 0.0, 'compound': -0.8689}",India
41,, #AkshayKumar Extends His Support With A #NGO To Provide #SanitaryNapkins And #Kits To #DailyWageWorkers …,ItsBirendra_,A K K I W O O D,[],"{'neg': 0.0, 'neu': 0.724, 'pos': 0.276, 'compound': 0.4939}",Error
42,," ""The #Covid19 pandemic has resulted in the worst worker safety crisis in OSHA's 50-year history.”Democrat lawmakers accuse…",BBeshoar,"Longmont, CO","[('OSHA', 'ORG')]","{'neg': 0.328, 'neu': 0.56, 'pos': 0.112, 'compound': -0.7506}",USA
43,," While the world is busy fighting #CoronavirusPandemic, #Israel government led by corrupt #Netanyahu exploiting this to build…",basemn63,Gaza-Palestine,"[('CoronavirusPandemic', 'PERSON'), ('Israel', 'GPE'), ('Netanyahu', 'PERSON')]","{'neg': 0.265, 'neu': 0.735, 'pos': 0.0, 'compound': -0.6597}",Gaza Strip
44,,"India records largest single-day spike of 7,466 #Covid19 cases.  Read more #Coronavirus updates:… ",BloombergQuint,"Mumbai, India","[('India', 'GPE'), ('7,466 #Covid19', 'MONEY'), ('Read', 'ORG'), ('Coronavirus', 'PERSON')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",India
45,," China now has five #vaccines, one vector and four inactivated, that have entered the first two phases of clinical trials in…",connecteddale,Cape Town,"[('China', 'GPE'), ('five', 'CARDINAL'), ('one', 'CARDINAL'), ('four', 'CARDINAL'), ('first', 'ORDINAL'), ('two', 'CARDINAL')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",South Africa
46,, Delhi: Traffic congestion at Delhi-Gurugram border after Haryana government yesterday sealed borders with the national capital due…,Pal39534007,Mumbai Kanjurmarg West,"[('Delhi', 'GPE'), ('Delhi-Gurugram', 'ORG'), ('Haryana', 'GPE'), ('yesterday', 'DATE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",India
47,," Killing 101,000+ Americans by mismanaging the #coronavirus isn't enough, now  is threatening to just shoot Am…",PoliticalBee,Florida,"[('101,000', 'CARDINAL'), ('Americans', 'NORP')]","{'neg': 0.44, 'neu': 0.56, 'pos': 0.0, 'compound': -0.8807}",USA
48,,"Eleven #coronavirus patients have lost the battle for their lives and a total of 50 people recovered, health ministry added.#Afghanistan",TheKillidGroup,"Kabul, Afghanistan","[('50', 'CARDINAL')]","{'neg': 0.224, 'neu': 0.776, 'pos': 0.0, 'compound': -0.5994}",Afghanistan
49,, It took Trump at least two months to respond to the #coronavirus which resulted in the deaths of tens of thousands of Ameri…,BMPcharlotte,Planet Earth,"[('Trump', 'PERSON'), ('at least two months', 'DATE'), ('tens of thousands', 'CARDINAL')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
50,, We are now launching NHS Test and Trace to reduce the spread of #coronavirus and get life back to normal.This service will…,LBofHounslow,"Hounslow, west London","[('NHS Test and Trace', 'LAW')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",UK
51,," Wearing a face mask has become an uncomfortable fact of life as Europeans leave lockdown. But for deaf people, it has become…",opslt79,,"[('Europeans', 'NORP')]","{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.4215}",
52,, The role of steel in maintaining normal life in difficult times is key #DidYouKnow food packaged in steel cans has the…,APEAL_EU,Brussels,[],"{'neg': 0.111, 'neu': 0.889, 'pos': 0.0, 'compound': -0.3612}",Belgium
53,,Examine The Yourself....PC - SIS💗#photoshoot #nature #loveyourself #covid_19 #coronavirus #playtime #badminton🏸… ,Muthuhari43,"Tamilnadu,Erode,Gobi","['', '']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",India
54,,"The Time of Refreshment: Here is the 1st part to my phone sermon that I had earlier, and redid it on #youtube. Enjo… ",giantsfan5690,,"[('The Time of Refreshment', 'ORG'), ('1st', 'ORDINAL'), ('youtube', 'MONEY')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",
55,," 🔥NEW EPISODE OF🔥 🔥🔥THE GUTTER🔥🔥 😷MASKED WARRIORS😷We talk plans for our new phone line, #riots &amp; SJWsLeave us a mes…",TheCaryM,Same contaminated rock as you,"[('GUTTER', 'ORG'), ('MASKED WARRIORS😷', 'FAC'), '']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Error
56,, Want to “fire up the local economy” as we recover from the #coronavirus pandemic? “Research from  in 2018 found that…,ivana_vankova,,"['', ('2018', 'DATE')]","{'neg': 0.0, 'neu': 0.936, 'pos': 0.064, 'compound': 0.0772}",
57,,[CORONAVIRUS UPDATE] ADLSA stresses importance of adhering to precautionary measures after return of government sec… ,ILQLive,"Doha, Qatar","[('ADLSA', 'NORP')]","{'neg': 0.162, 'neu': 0.703, 'pos': 0.135, 'compound': -0.128}",Qatar
58,, How is the #coronavirus pandemic affecting museums worldwide?90% of them have closed their doors during the crisis and more t…,ENCATC,"Brussels, Belgium","[('worldwide?90%', 'PERCENT')]","{'neg': 0.177, 'neu': 0.823, 'pos': 0.0, 'compound': -0.6249}",Belgium
59,, Always remember that during a pandemic and tens of thousands of Brits dead that this was the Conservative Secretary Of…,IndyForTheGuy,Scotland,"[('tens of thousands', 'CARDINAL'), ('Brits', 'NORP'), ('Conservative', 'NORP')]","{'neg': 0.193, 'neu': 0.807, 'pos': 0.0, 'compound': -0.6486}",UK
60,, #Hackers are increasing attacks on #healthcare facilities and researchers during #CoronavirusPandemic #CyberSecurity #Coro…,FrRonconi,Padova,"[('Hackers', 'PERSON'), '', ('Coro', 'PERSON')]","{'neg': 0.195, 'neu': 0.805, 'pos': 0.0, 'compound': -0.4404}",Italy
61,, The PM blocking questions to Vallance and Whitty for their view on Cummings is completely wrong and the public will draw…,prthomas68,,"[('Vallance', 'GPE'), ('Cummings', 'ORG')]","{'neg': 0.24, 'neu': 0.76, 'pos': 0.0, 'compound': -0.7178}",
62,," Killing 101,000+ Americans by mismanaging the #coronavirus isn't enough, now  is threatening to just shoot Am…",raveninak,"Alaska, USA","[('101,000', 'CARDINAL'), ('Americans', 'NORP')]","{'neg': 0.44, 'neu': 0.56, 'pos': 0.0, 'compound': -0.8807}",USA
63,," Omg, this is a terribly damning indictment of this govt's handling of the #coronavirus crisis. The number of #COVID19 de…",Litter_Patrol,Blackburn,"[('Omg', 'PERSON'), '']","{'neg': 0.383, 'neu': 0.568, 'pos': 0.049, 'compound': -0.8689}",UK
64,," Tokyo confirms 22 new cases of the new #coronavirus today, reaching over 20 for the first time since May 14. I hope this is…",BBCOkinawa,"Okinawa-ken, Japan","[('Tokyo', 'GPE'), ('22', 'CARDINAL'), ('today', 'DATE'), ('over 20', 'CARDINAL'), ('first', 'ORDINAL'), ('May 14', 'DATE')]","{'neg': 0.0, 'neu': 0.817, 'pos': 0.183, 'compound': 0.5719}",Japan
65,,#COVID19  has forced #Canadians to start having the difficult conversation about managing #household #debt.🍁💸… ,silberschmelzer,,"[('Canadians', 'NORP'), '']","{'neg': 0.314, 'neu': 0.686, 'pos': 0.0, 'compound': -0.6705}",
66,, Trump &amp; the GOP have turned the US into a shit-hole countryA White Supremacist in the W.H Racism &amp; murder is rifeRu…,Imatq1,"Napa, CA","[('Trump &amp', 'ORG'), ('GOP', 'ORG'), ('US', 'GPE'), ('countryA', 'ORG'), ('White Supremacist', 'ORG'), ('the W.H Racism &amp', 'ORG'), ('rifeRu', 'CARDINAL')]","{'neg': 0.311, 'neu': 0.636, 'pos': 0.053, 'compound': -0.8519}",USA
67,, Thanks for the update. But will Twitter be fact checking Communist China’s lies about the #coronavirus? What about Chin…,rottaerkki,,"[('Communist', 'NORP'), ('China', 'GPE'), ('Chin', 'PERSON')]","{'neg': 0.123, 'neu': 0.749, 'pos': 0.128, 'compound': 0.0258}",
68,," There's still no vaccine against #Coronavirus. So, it becomes imperative to pray to Almighty, to boost your own willpowe…",MeetSinghinsan1,,"[('Coronavirus', 'PERSON')]","{'neg': 0.095, 'neu': 0.69, 'pos': 0.216, 'compound': 0.4215}",
69,," As we are grieving the loss of 100,000 souls in America to the #coronavirus that has disproportionately impacted communitie…",nadinemarissa,"Los Angeles,CA","[('100,000', 'CARDINAL'), ('America', 'GPE')]","{'neg': 0.248, 'neu': 0.752, 'pos': 0.0, 'compound': -0.6808}",USA
70,," California sitting at 2,817 new COVID cases. A new single day record. Godspeed. I’m staying inside. #coronaVirus #covid19",gilbertstudioz,Sugar Cane,"[('California', 'GPE'), ('2,817', 'CARDINAL'), ('COVID', 'ORG'), '']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
71,, The European #banking sector could take four years to return to pre-#coronavirus levels. ,DLDConference,"Munich, Germany","[('European', 'NORP'), ('four years', 'DATE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Germany
72,,As questions continue to be asked as to why #BorisJohnson govt. did NOT impose airport #quarantine &amp; #coronavirus c… ,CharterhouseSq,,"[('BorisJohnson', 'PERSON'), '']","{'neg': 0.0, 'neu': 0.905, 'pos': 0.095, 'compound': 0.2235}",
73,, Deteriorating government #institutions cost lives!Countries with the biggest decline in #government efficiency over th…,frankgcrowley,"Cork, Ireland","[('lives!Countries', 'GPE')]","{'neg': 0.0, 'neu': 0.823, 'pos': 0.177, 'compound': 0.4199}",Ireland
74,, Learn how cash transfers are helping those worst affected by #Coronavirus in #Pakistan. Schemes like this are helping c…,saimasyed01,London,"[('Coronavirus', 'PERSON'), ('Pakistan', 'GPE')]","{'neg': 0.214, 'neu': 0.526, 'pos': 0.259, 'compound': 0.0516}",UK
75,,Strong fall in #Producer #Prices in industry in April 2020 (–2.3%) -  #Agenparl #Coronavirus… ,Agenparl,Roma,"[('April 2020', 'DATE'), ('2.3%', 'PERCENT'), ('Coronavirus', 'PERSON')]","{'neg': 0.0, 'neu': 0.784, 'pos': 0.216, 'compound': 0.5106}",Montgomery County
76,," As we are grieving the loss of 100,000 souls in America to the #coronavirus that has disproportionately impacted communitie…",Siadasha,Deutschland,"[('100,000', 'CARDINAL'), ('America', 'GPE')]","{'neg': 0.248, 'neu': 0.752, 'pos': 0.0, 'compound': -0.6808}",Germany
77,,How often do you keep in touch with friends and family👨‍👩‍👦‍👦..??Share your #Opinion daily by following us… ,RoutesGray,"Mumbai, India","[('Opinion', 'PERSON'), ('daily', 'DATE')]","{'neg': 0.0, 'neu': 0.822, 'pos': 0.178, 'compound': 0.5362}",India
78,,"Where's that graph gone that the government kept rolling out,showing the death rate in our country compared to othe… ",cumston_gary,Stockport,[],"{'neg': 0.178, 'neu': 0.822, 'pos': 0.0, 'compound': -0.5994}",UK
79,," . is this true👇?If yes,do you have an alternative plan in place?Are #ventilators, scarce?If #ICUs are runn…",VijayShenli,,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",
80,, Wow! Look at these numbers! Can’t wait to hear Dr. Fauci and the CDC explain why it is that #coronavirus preferred to str…,NjPsalms91,,"[('Fauci', 'PERSON'), ('CDC', 'ORG'), ('coronavirus', 'PERSON'), ('str', 'ORG')]","{'neg': 0.0, 'neu': 0.834, 'pos': 0.166, 'compound': 0.658}",
81,," Really appreciate the courage of our #CovidWarriors like Sarpanch, Anganwadi &amp; ASHA workers who have showed commitment…",SurathBehera9,,"[('Sarpanch, Anganwadi &amp', 'ORG')]","{'neg': 0.0, 'neu': 0.61, 'pos': 0.39, 'compound': 0.8384}",
82,, #Thailand - Curfew shortened from 11pm to 3am - Shopping malls to close at 9pm (previously 8pm) - Beauty clinics &amp; massage p…,Ethan_mcu,ประเทศไทย,"[('Thailand - Curfew', 'ORG'), ('11', 'CARDINAL'), ('3am', 'QUANTITY'), ('9', 'CARDINAL'), ('8', 'CARDINAL')]","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.5859}",Thailand
83,, It took  one day to issue an #ExecutiveOrder because he was upset Twitter called him out on his lies.I…,mwood4494,,"[('one day', 'DATE'), ('ExecutiveOrder', 'MONEY')]","{'neg': 0.126, 'neu': 0.874, 'pos': 0.0, 'compound': -0.3818}",
84,,"The US would announce 'certain decisions' on #China today, said President #DonaldTrump as he emphasised that Beijin… ",moneycontrolcom,Mumbai,"[('US', 'GPE'), ('China', 'GPE'), ('today', 'DATE'), ('DonaldTrump', 'PERSON'), ('Beijin', 'ORG')]","{'neg': 0.0, 'neu': 0.884, 'pos': 0.116, 'compound': 0.2732}",India
85,,#ClevelandClinic researchers studying if #stemcells could help treat ARDS in #coronavirus patients ,ShivaniIVF,India,"[('ClevelandClinic', 'ORG')]","{'neg': 0.0, 'neu': 0.649, 'pos': 0.351, 'compound': 0.6597}",India
86,," But you stood back and let 100,000 Americans die from #COVID19 #coronavirus #BlackLivesMatter",Vices_Virtues,"Orange, New Jersey","[('100,000', 'CARDINAL'), ('Americans', 'NORP'), '']","{'neg': 0.245, 'neu': 0.755, 'pos': 0.0, 'compound': -0.5994}",USA
87,," Latest update on #COVID19 in #Odisha: As on midnight, 27th May, 139311 samples have been tested &amp; 1660 cases have been teste…",Debasish_John,"Cuttack, India","[('Odisha', 'PERSON'), ('midnight', 'TIME'), ('May, 139311', 'DATE'), ('1660', 'DATE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",India
88,,Me at the year 2020 #BlackLivesMatters #coronavirus ,DelenaMisaMSR,"Fort Saskatchewan, Alberta","[('the year', 'DATE'), '']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Canada
89,, The below visualization The Secret History of #Coronavirus is based on GreatGameIndia‘s exclusive report Coronavirus Bi…,GreatGameIndia,India,"[('The Secret History', 'WORK_OF_ART'), ('Coronavirus', 'PERSON'), ('GreatGameIndia‘s', 'ORG'), ('Coronavirus Bi', 'PERSON')]","{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.128}",India
90,, 🇨🇳 #China pledges largest-ever economic rescue package to save jobs and livelihoods amid #coronavirus - SCMP*Li Keqiang con…,FdcCapital,"Paris, France","[('China', 'GPE')]","{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.8126}",France
91,," As we are grieving the loss of 100,000 souls in America to the #coronavirus that has disproportionately impacted communitie…",bndsnoopy61,MI,"[('100,000', 'CARDINAL'), ('America', 'GPE')]","{'neg': 0.248, 'neu': 0.752, 'pos': 0.0, 'compound': -0.6808}",USA
92,," ""The mortality [rate] in our hospital is very, very high.""Cemeteries are overflowing in Yemen as #coronavirus-related deat…",ASH2030ASH,Riyadh,"[('Yemen', 'GPE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Riyadh Saudi Arabia
93,, So VC UHS  is ready to die while treating patients (God forbid) but what if we don't want to risk our and ou…,MaarwaMajical,,[],"{'neg': 0.141, 'neu': 0.71, 'pos': 0.148, 'compound': 0.0485}",
94,,#Coronavirus: What is #hydroxychloroquine and why is New Zealand throwing money at it?  … ,Video_Forensics,,"[('Coronavirus', 'PERSON'), ('New Zealand', 'GPE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",
95,," Talk about making work for yourself.. In March Baroness Dido Harding part of Board of Jockey Club which ""courageously"" d…",lexingtonia,,"[('March', 'DATE'), ('Dido Harding', 'PERSON'), ('Board of Jockey Club', 'ORG')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",
96,," #coronavirus update in #ElSalvador. New recovered 13, new deaths 3. Total cases in El Salvador confirmed 2194, recovered…",AmandaCamposSv,,"[('ElSalvador', 'PERSON'), ('13', 'CARDINAL'), ('3', 'CARDINAL'), ('El Salvador', 'GPE'), ('2194', 'DATE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",
97,, #AugmentedReality with  to let doctors to connect with colleagues across Earth#RemoteWork #XR #COVID19 #Co…,FrRonconi,Padova,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Italy
